"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
9.05032702543248,9.4493420575694,9.34729386236221,9.03431538936685,6.48990949343426,13.4860727522671,6.32970609097518,10.1903872926103,7.81598487012028,7.44084451586922,11.3658166499928
