"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
9.83477442929174,4.83386238684366,5.11804061996157,6.2421774845736,7.74708079010163,5.58957195862353,7.81830775712363,7.2410532901659,6.22818895027488,34.1400024705842,5.2069398624557
