"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
5.61998405515972,3.43514150828196,7.19661371588687,13.1181458439177,7.15937428705428,3.58535280297914,11.560671834067,8.82884954494186,15.22851702307,12.6912173992846,11.5761319853569
