"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
7.56815116679213,2.03669516661838,5.39286609085098,15.5079990528009,10.5042451692553,3.13096550874052,7.54990732900644,18.6373668480955,9.4603337633444,8.1597341216409,12.0517357828545
