"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
22.0702185373369,2.44077694500558,4.80715768229437,9.69793789554011,14.9470786216484,9.96769916073915,7.54333277572292,3.01742680373508,17.3132591252736,4.21452102010077,3.98059143260308
