"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
7.66121245336962,2.62344021057518,5.05528558625422,5.35030117089146,3.78172635578778,7.7983855197118,19.7904038241693,12.2754471654063,6.62407202296569,25.2637343074803,3.77599138338831
