"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
6.1307977541441,2.43853949624043,10.1106178423645,12.3873585244123,3.89931868044123,4.69207378753153,7.79731697340606,9.1092140994418,17.3021201515361,8.96276388597138,17.1698788045107
