"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
4.70183186574991,3.97498947748731,6.90912789975791,12.3266875350415,4.91289484357822,6.13485143546063,10.2302063329621,11.3549464802407,16.5271930434015,16.2094052237528,6.71786586256733
