"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
5.9719353407233,6.38606844791021,13.4898359665236,12.5266334112924,14.8115153143546,4.86618653444792,7.61395013567642,4.27056615671628,5.31182364341757,15.2618834558557,9.48960159308206
