"bio_13","bio_14","bio_15","bio_16","bio_18","bio_19","bio_2","bio_4","bio_6","dist_rivers","soil_type"
9.52073659655057,5.58431065559895,5.08257411743181,16.7753307566381,6.95357834795504,3.31200406528731,12.4685710239293,8.83538527346251,5.80291026874389,19.3562138470925,6.30838504731011
